pt,alarms_per_miss_avoided,treat_all,treat_none,nb_full,alert_rate_full,nb_no_inbound,alert_rate_no_inbound
0.05,0.052631578947368425,0.2429575300649444,0.0,0.24343652045645447,0.8829972752043597,0.24261006740283952,0.9749941611521993
0.1,0.11111111111111112,0.20089961506855242,0.0,0.21614636045153757,0.5035733748540288,0.20169023831149174,0.7962319968859478
0.15,0.17647058823529413,0.1538937100725849,0.0,0.20128866805577816,0.35182561307901905,0.16417374579259494,0.6345971195017517
0.2,0.25,0.10101206695212148,0.0,0.19213507201245622,0.28786298170494357,0.13205527442584664,0.48481899571817827
0.3,0.4285714285714286,-0.027414780626146884,0.0,0.17975866095757104,0.235266640716232,0.08208530278596451,0.27015181004281824
0.4,0.6666666666666667,-0.1986505773971714,0.0,0.17158946412352408,0.20836123005060334,0.04713377449072272,0.1279174776177501
0.5,1.0,-0.43838069287660564,0.0,0.16437524328532502,0.1901907356948229,0.029303230829116386,0.0526274815103153
0.6,1.4999999999999998,-0.7979758660957569,0.0,0.15759439470611133,0.17655118723238614,0.024994161152199303,0.03408330089529
0.7,2.333333333333333,-1.3973011547943424,0.0,0.15125989360321784,0.165325029194239,0.022483456597898015,0.028478007006617363
